@RELATION x
@ATTRIBUTE col_0 REAL
@ATTRIBUTE col_1 REAL
@DATA
-1.203430477982321,-0.7113841263067792
-0.9221796377710816,-0.4497249031718585
-0.6648843055823069,-0.18716278972182557
-0.9407654997063886,-0.44165626435970623
-0.6783266434202153,-0.20931769608769438
-0.42321404027612786,0.06333645911051526
-0.25506961626228675,-0.06910330392722656
-0.040505885220315244,0.2267535996378239
0.22259916342897926,0.4505253278285708
0.4002280610800598,0.682550983528543
0.24223203719742584,0.8203632523938712
0.025369062005640076,0.5838657703596032
0.22189162844226565,0.8238913624015196
0.08030629668188323,0.9417680775485316
0.2748730193365618,1.1017196898756172
0.07957071301045246,0.9471286560936901
0.24857679245030825,1.1669272502150774
0.0992431551451674,0.9217439907782167
-0.03954668024340237,1.0709768556725372
-0.26725695384601855,1.2058440858185604
-0.07215015859582577,1.0597725670022622
-0.216284241649298,1.1872672200685304
-0.3751080420840969,1.3134814642230066
-0.2357226475327279,1.192052493992465
-0.04677689819790427,1.3818030198989704
0.11288120215259026,1.565479485190672
-0.03350818238199239,1.6938088274380438
0.12549524667031275,1.786810686944409
-0.005395056040619619,1.6562530245675746
0.12366390073625268,1.5398683011159287
0.3067137172796042,1.6892841422443026
0.12799423961470385,1.8112678527996926
-0.033772970350872664,1.6846530360392993
-0.16325994726773888,1.4932032218942939
-0.03271597355328781,1.6811291296903994
-0.17531158749371242,1.788014011646976
0.010515050371762579,1.903424737539832
0.12052215896756423,2.0637351380170283
-0.0061694283049682766,2.175345057566253
0.12348954598771808,2.3018129053338394
0.23864515405910902,2.2001211977544113
0.3640869425191651,2.053995671216605
0.23902232238370558,1.9706713178153743
0.12210531054134392,2.063207917164588
0.24475371317009717,2.20298199590609
0.13294189456739783,2.0941191118925535
0.2302472380215521,2.1896618971506747
0.3585982892124229,2.1205208066273444
0.24618251813632425,2.166737561439366
0.10801661333679285,2.2737305703280137
0.20825353393951324,2.431928945863733
0.1079483723325507,2.2582597049478066
-0.042944399097357235,2.3869341988585906
0.08316023331436971,2.2936134411449625
0.007128829587869098,2.16908918594794
-0.12162519595428434,2.2743412710517963
-0.29901570797838883,2.168791404214535
-0.1515971071846614,2.2607185621468133
-0.025239113332312914,2.1936060919941878
-0.1568838753216219,2.0585181769453222
-0.015040928395997452,1.9424955465491476
-0.16372848701831316,2.035702827919762
-0.3058993678066453,1.9185557704590102
-0.506368653862219,1.7383724169101704
-0.3051319643322351,1.8649914368778924
-0.5046702293309049,1.7316382797877705
-0.2990335448585135,1.8795334553968133
-0.17920838970104463,1.8158592733194807
-0.31709549945790577,1.8975812531992273
-0.5130893556277418,1.7262721726011916
-0.67701793154648,1.5507893906524561
-0.8576882093830946,1.328650830977498
-1.1149800703915929,1.1241796607865493
-1.3203705845591265,1.2551352779395994
-0.9941128304510343,1.497250609038392
-0.8064109016484832,1.6871011715610518
-1.0570750861553113,1.484165001439131
-0.862315507048216,1.3952171873859225
-0.771059323997201,1.2110582795007423
-0.5420161525741247,1.4384102331134447
-0.3946194768321144,1.3001566936358526
-0.5109331617810954,1.453144745592459
-0.32588527875156514,1.632636582032418
-0.5146599441831633,1.7454494600667771
-0.6070693020352494,1.846520387578997
-0.7562441880526174,1.9456090654647094
-0.9220928566976238,2.1080109205433093
-1.0661168578381333,1.9150929712866342
-1.2862540993790907,1.7239630384769815
-1.1087940190960612,1.9240388900187115
-1.2174978552038362,2.0541057751074017
-1.1105745293525298,1.958189515416053
-0.9214369675909251,2.1107856091105996
-0.7254808502982241,2.226750670088306
-0.9356528718834629,2.139127450861163
-1.1198739971244993,1.901086075985056
-0.9644189975368852,1.798323622180358
-0.7763193899793579,1.9794603049868542
-0.9655105935027637,1.8126238916418966
-0.8043676872115368,1.9803561263207372
-0.908982702092665,2.129083334820231
-1.1230512253035438,1.9314034931085222
-0.8927205445651222,2.118405966286459
-0.7510621990698273,2.2601500212365013
-0.6050668320132613,2.162203616875005
-0.43810945961040787,2.2681812761159836
-0.3263255310480635,2.424307147869499
-0.4435524279340524,2.4955391007953827
-0.26999558174107213,2.5903937550174794
-0.45841766904263564,2.7371785489441334
-0.2938537466398473,2.5999053283877913
-0.16188914036044658,2.7031217258974296
-0.06598961472328568,2.631982120309056
-0.16584485618352032,2.5193558804597096
-0.03719046066747906,2.3761182362452704
0.09751652660336795,2.4894697417419933
0.20949835149405605,2.4032179595375287
0.08430309514200553,2.498453012439192
-0.06282238345190358,2.599247128233111
0.058939409449991174,2.50949220976796
0.19828039398144173,2.400854143029939
0.3154876671940662,2.2907566562719017
0.4731650184223271,2.206428203658802
0.3548571684444018,2.2411639964742593
0.2422812906769023,2.172014250902774
0.3545172040192871,2.2890788701699676
0.48279482039255345,2.165072345868626
0.6036522807981171,2.077555293953337
0.7295251109504809,1.9913685147140632
0.6277077211369039,1.8697485947666075
0.48938278431370297,1.9829039082725057
0.41475502106127776,1.8211163479519372
0.4814691967617698,1.9610443575938896
0.6041387531566578,2.0843592329730827
0.7085721668418287,1.9836027472935458
0.8354302293640974,1.9013367307792628
0.7065910411903802,1.9679498918962737
0.6516947222286731,1.850723368534862
0.7650776004114579,1.7679683008826346
0.8665722104723215,1.8467204329351463
0.9863670451672527,1.76110709680623
1.1492940843548975,1.6434708217799217
0.987448991058758,1.7724051961940233
1.1412189859374924,1.633939238124781
1.2661100101448575,1.531017151786765
1.1430957319868327,1.6362805652458052
1.0153854019144766,1.734370068300552
0.881430221267619,1.8360777193657536
0.9821472584528761,1.7610205218838375
0.905184696969399,1.6566612344298066
0.7929602944436275,1.7537874259404334
0.67984200442066,1.6114547786710303
0.7907148190908555,1.509253028982675
0.9733384573287467,1.3992594111265853
1.045615425057713,1.503165596754903
0.969224369796569,1.3828614285933463
1.0556420858773514,1.512123397734828
1.095865178507373,1.6509900385222012
1.2715356187240179,1.5402568783090624
1.1183134045488898,1.6734074459702413
1.239968771622069,1.5236164747322976
1.3599072359289934,1.4131800471325109
1.3181597669928595,1.2805148801755293
1.4374946290605282,1.1961122932140067
1.5437259527756488,1.1129517104274915
1.6878481842546937,0.9591731578450423
1.5545025575724698,1.0720828412365415
1.5059106099895863,0.9348196549475009
1.3728222888749544,1.0327921249511178
1.2643520785719444,0.8876384185104834
1.3899866094362954,0.7668951717578478
1.2839962715214182,0.5697717933449298
1.125253224465228,0.4099852086689343
0.9901341639630878,0.1877675496678156
0.8252829462744286,0.30861211281771916
0.6439450304257239,0.09190905931226491
0.8218703659798842,-0.06492754999265547
0.6254582195081431,0.04717909770335759
0.789154225466346,-0.058278307620091084
0.9399588958165856,-0.18877150810201682
1.095492631825365,-0.30417680158435845
1.2084969427951628,-0.4429304421553491
1.4376464432498217,-0.5838809735878374
1.567463214699763,-0.7072519471882798
1.4334725757633724,-0.5827701938271643
1.6084868833302255,-0.3301385338241009
1.4252584444186154,-0.19838690998589736
1.56272533741374,-0.3242547251084061
1.4128707106314264,-0.5580438562175994
1.5754704748660404,-0.7284026136981312
1.3781026362023885,-0.9672501337545757
1.2214272914322442,-0.8435039209968742
1.0103117226585943,-1.1188270793361808
1.1681621171793777,-1.2590358414586738
1.3953861757361476,-0.9855796242929644
1.556741199054076,-0.6864200765039452
1.4146723269821702,-0.568352306255169
1.5960517444563946,-0.3269696181384156
1.43338520922549,-0.5867570764311346
1.2082512083277734,-0.8231176797302527
1.0009933034898337,-0.6977915524831565
1.229723276252454,-0.4262301762238891
1.0649461431699148,-0.7008365962572123
0.8411616612893026,-0.9828619176399429
0.9900162353464522,-1.1340170751382195
1.1706312174215159,-1.2805237355731827
1.376718046287007,-0.9730251956405621
1.1885037566872176,-1.2378017839406872
1.352938694353324,-0.9538702058730768
1.2185744209941725,-0.8409006851980463
1.0001825660790085,-1.1205175457061305
1.175636910451132,-1.2776279176309906
1.3981871901719505,-0.9667430630531193
1.191994847665947,-1.2654308929200537
1.3429134593733794,-0.9595694463369362
1.2233172679425262,-0.8264310473912486
1.3440931271323524,-0.9691303821501127
1.1507265244856242,-1.2477478276167313
1.3499965511724412,-0.9490552780950342
1.2442359249584782,-0.8417550428681491
1.4204266059158384,-0.5814896143806152
1.579935394512409,-0.7349323138822342
1.4017512838421933,-0.5741422923814153
1.550352076558775,-0.3433034631321398
1.3424895894876794,-0.5628764118552493
1.2578194930229083,-0.4292082715050122
1.4352406028626357,-0.5738329960586354
1.2472074216571414,-0.45104484310499793
1.4294924622030039,-0.5821707182457182
1.6176981569356719,-0.3261673081894596
1.4251596894599885,-0.20020534203539733
1.5820538959180972,0.034412268104327695
1.400340934029105,-0.1749112316584819
1.2614329316458517,-0.4413308727079712
1.1071123159148029,-0.3075215164984754
1.2551932579692924,-0.45502706877145094
1.409838086547385,-0.1786289127857807
1.5907282515394738,0.023645111236143063
1.7028250536342955,0.22894141929899267
1.8132961479735186,0.4081004620304347
1.9318914005378014,0.31007627411744265
1.8534423703939944,0.13482873268020726
1.9939739835373846,0.2861736502936758
2.0577869083567255,0.1936409603234362
2.166978842716224,0.3656699008716193
2.082621625111908,0.19601768910639325
2.1792562577869177,0.3700834401903769
2.266390958331482,0.5189528848912653
2.293456103374131,0.658338586500171
2.1202056134437797,0.781793297649933
2.2922873858814437,0.6683070462375287
2.144850789461009,0.7875869112018841
2.1034653523848323,0.6635226492174126
2.015094248693872,0.47004094482242187
2.1376608314512175,0.5949490909673103
1.9808106011302185,0.7253497709640869
2.0142706114335716,0.8934419487286384
1.9629868197913345,0.7697835861924233
1.848838272765977,0.8901898509387741
1.7229015442462765,0.9461187429163377
1.6198596234319202,0.8280724086417314
1.762724774198488,0.7070724163299836
1.9040588065882125,0.5965464848266572
1.7903614328562625,0.6868578401307447
1.6590933029123818,0.5310057238445343
1.7619051329152042,0.6986113277377745
1.885436382941795,0.6210855892438062
1.9439362374712288,0.7714767470252957
2.0502303650538742,0.8854425106074696
1.9869293960875727,0.727212952564783
1.8405594588569953,0.8419616741573114
1.8984437612187155,0.9803727239312828
1.77383931330696,1.0875336918054956
1.6423948284444183,1.2280265506162642
1.5076823170736675,1.3386779841593524
1.627578711153976,1.2153225225205133
1.7454889356933743,1.1417048786096862
1.71346286879454,0.9524193437618388
1.644535213540003,0.8247001339309546
1.4646661849394849,0.9152048896226598
1.335753200780484,1.0494297512899935
