@RELATION x
@ATTRIBUTE col_0 REAL
@ATTRIBUTE col_1 REAL
@ATTRIBUTE col_2 REAL
@ATTRIBUTE col_3 REAL
@DATA
17.579287707322134,1.9109416210288832,0.6116473630310659,0.9031656510151507
19.17250651902818,-4.771221287846899,-0.2275887406660416,-0.18930726048446414
14.082820870575288,5.928619597378463,-0.5822649663793235,-0.9024340526595878
26.605445367558215,-2.1955295215180852,-0.44916646531422993,-0.48721930227779736
17.009421973360038,-24.931012162826875,3.844630211332586,-1.0284879591006217
17.076249743676584,-1.3981031530413477,1.351791760288872,1.3288265970031028
-3.4259037496960665,15.019420259123677,-1.9318298803663727,1.2532908107372536
14.133904252066772,-6.88748769665204,-0.8912102000462243,-1.1548669803870253
21.18606017744568,2.324773529624186,1.0100435395888498,1.5140075006292075
23.111602174448404,14.209930995729536,-0.0873079659164502,3.165754611541998
30.28577141991995,0.05059244548910981,-0.607905109405068,-0.732954652912245
8.708568002913966,-3.6609971573555273,0.7848803874274612,0.9378797763347413
